,ndays,dte,sort,sym,cls,vol,score_vol_sma20,bb_bbhi,bb_bbli,macd,obv,rsi14,cci20,score_ovlp_ema
9163,4.0,2021-02-04,88,GILD,65.8,7400400.0,0.83,0.0,0.0,-0.22,-25454400.0,59.0,22.0,46.0
9162,5.0,2021-02-03,88,GILD,64.5,6421700.0,0.7,0.0,0.0,-0.24,-32854800.0,54.0,9.0,47.0
9161,6.0,2021-02-02,88,GILD,65.1,7749300.0,0.81,0.0,0.0,-0.15,-26433100.0,57.0,22.0,47.0
9160,7.0,2021-02-01,88,GILD,65.1,6270200.0,0.63,0.0,0.0,-0.07,-34182400.0,57.0,38.0,47.0
9159,8.0,2021-01-29,88,GILD,65.6,11629400.0,1.15,0.0,0.0,0.04,-27912200.0,59.0,40.0,45.0
9158,9.0,2021-01-28,88,GILD,64.7,8086400.0,0.81,0.0,0.0,0.15,-39541600.0,56.0,40.0,44.0
9157,10.0,2021-01-27,88,GILD,65.5,9908200.0,0.99,0.0,0.0,0.37,-31455200.0,60.0,68.0,40.0
9269,1.0,2021-02-09,89,BKNG,2090.2,119492.0,0.29,0.0,0.0,6.6,1480408.0,51.0,2.0,-37.0
9268,2.0,2021-02-08,89,BKNG,2099.6,219000.0,0.53,0.0,0.0,4.75,1599900.0,52.0,12.0,-49.0
9267,3.0,2021-02-05,89,BKNG,2096.4,238400.0,0.57,0.0,0.0,0.75,1380900.0,52.0,4.0,-89.0
9266,4.0,2021-02-04,89,BKNG,2082.9,355200.0,0.84,0.0,0.0,-5.04,1142500.0,51.0,-31.0,-100.0
9265,5.0,2021-02-03,89,BKNG,2027.3,352600.0,0.83,0.0,0.0,-12.15,787300.0,46.0,-46.0,-100.0
9264,6.0,2021-02-02,89,BKNG,2065.5,440700.0,1.03,0.0,0.0,-16.5,1139900.0,49.0,-37.0,-100.0
9263,7.0,2021-02-01,89,BKNG,1990.5,478700.0,1.14,0.0,0.0,-25.68,699200.0,43.0,-101.0,-100.0
9262,8.0,2021-01-29,89,BKNG,1944.3,536200.0,1.32,0.0,0.0,-30.32,220500.0,39.0,-127.0,-100.0
9261,9.0,2021-01-28,89,BKNG,2034.1,843300.0,2.16,0.0,0.0,-30.38,756700.0,45.0,-124.0,-100.0
9260,10.0,2021-01-27,89,BKNG,1886.1,705600.0,1.93,0.0,1.0,-37.06,-86600.0,28.0,-243.0,-100.0
9372,1.0,2021-02-09,90,GS,301.3,895675.0,0.26,0.0,0.0,0.24,47979575.0,68.0,78.0,23.0
9371,2.0,2021-02-08,90,GS,300.1,2823300.0,0.79,0.0,0.0,-0.28,47083900.0,67.0,72.0,23.0
9370,3.0,2021-02-05,90,GS,293.5,2937500.0,0.82,0.0,0.0,-1.07,44260600.0,63.0,45.0,24.0
9369,4.0,2021-02-04,90,GS,293.8,2994700.0,0.83,0.0,0.0,-1.66,47198100.0,63.0,36.0,24.0
9368,5.0,2021-02-03,90,GS,288.5,2712800.0,0.71,0.0,0.0,-2.59,44203400.0,60.0,-4.0,27.0
9367,6.0,2021-02-02,90,GS,287.0,5195500.0,1.34,0.0,0.0,-3.45,41490600.0,59.0,-22.0,22.0
9366,7.0,2021-02-01,90,GS,274.7,2324100.0,0.61,0.0,0.0,-4.48,36295100.0,49.0,-79.0,2.0
9365,8.0,2021-01-29,90,GS,271.2,3410500.0,0.9,0.0,0.0,-4.63,33971000.0,46.0,-79.0,1.0
9364,9.0,2021-01-28,90,GS,275.0,3778700.0,1.03,0.0,0.0,-4.27,37381500.0,49.0,-56.0,11.0
9363,10.0,2021-01-27,90,GS,273.3,3891800.0,1.09,0.0,0.0,-3.9,33602800.0,48.0,-55.0,17.0
9475,1.0,2021-02-09,91,DUK,93.5,542979.0,0.21,0.0,0.0,0.2,50512421.0,56.0,66.0,33.0
9474,2.0,2021-02-08,91,DUK,93.6,2086700.0,0.78,0.0,0.0,0.28,51055400.0,56.0,88.0,29.0
9473,3.0,2021-02-05,91,DUK,94.7,2465900.0,0.91,0.0,0.0,0.36,53142100.0,62.0,144.0,24.0
9472,4.0,2021-02-04,91,DUK,94.3,2375800.0,0.87,0.0,0.0,0.33,50676200.0,61.0,129.0,23.0
9471,5.0,2021-02-03,91,DUK,93.4,2577200.0,0.93,0.0,0.0,0.3,48300400.0,58.0,100.0,24.0
9470,6.0,2021-02-02,91,DUK,93.1,2240700.0,0.81,0.0,0.0,0.32,45723200.0,57.0,136.0,21.0
9469,7.0,2021-02-01,91,DUK,93.2,2570900.0,0.92,0.0,0.0,0.34,47963900.0,57.0,152.0,18.0
9468,8.0,2021-01-29,91,DUK,94.0,4967400.0,1.81,1.0,0.0,0.34,50534800.0,61.0,161.0,14.0
9467,9.0,2021-01-28,91,DUK,91.5,2001000.0,0.77,0.0,0.0,0.23,45567400.0,52.0,112.0,9.0
9466,10.0,2021-01-27,91,DUK,91.7,3002300.0,1.16,0.0,0.0,0.28,47568400.0,53.0,143.0,5.0
9578,1.0,2021-02-09,92,EQIX,745.8,117475.0,0.28,0.0,0.0,1.46,-2400975.0,58.0,68.0,48.0
9577,2.0,2021-02-08,92,EQIX,747.4,371700.0,0.85,0.0,0.0,2.52,-2283500.0,58.0,72.0,44.0
9576,3.0,2021-02-05,92,EQIX,754.3,378200.0,0.84,0.0,0.0,3.68,-1911800.0,62.0,89.0,39.0
9575,4.0,2021-02-04,92,EQIX,746.9,421100.0,0.9,0.0,0.0,4.38,-2290000.0,59.0,91.0,36.0
9574,5.0,2021-02-03,92,EQIX,754.9,320100.0,0.67,0.0,0.0,5.74,-1868900.0,64.0,113.0,27.0
9573,6.0,2021-02-02,92,EQIX,768.6,575800.0,1.19,1.0,0.0,6.51,-1548800.0,71.0,154.0,20.0
9572,7.0,2021-02-01,92,EQIX,756.7,343800.0,0.71,0.0,0.0,5.69,-2124600.0,68.0,128.0,12.0
9571,8.0,2021-01-29,92,EQIX,740.0,487800.0,1.02,0.0,0.0,5.03,-2468400.0,63.0,107.0,1.0
9570,9.0,2021-01-28,92,EQIX,738.2,450100.0,0.95,0.0,0.0,5.23,-2956200.0,62.0,120.0,-9.0
9569,10.0,2021-01-27,92,EQIX,731.7,492700.0,1.07,0.0,0.0,5.23,-3406300.0,60.0,121.0,-22.0
9681,1.0,2021-02-09,93,CI,209.6,556140.0,0.32,0.0,0.0,-1.98,3952640.0,46.0,-119.0,-100.0
9680,2.0,2021-02-08,93,CI,206.1,1898400.0,1.06,0.0,0.0,-2.26,3396500.0,42.0,-189.0,-97.0
9679,3.0,2021-02-05,93,CI,203.4,2822300.0,1.56,0.0,1.0,-2.18,1498100.0,38.0,-237.0,-89.0
9678,4.0,2021-02-04,93,CI,205.4,3797300.0,2.1,0.0,1.0,-1.62,4320400.0,40.0,-222.0,-37.0
9677,5.0,2021-02-03,93,CI,219.4,1532300.0,0.86,0.0,0.0,-0.84,8117700.0,55.0,-8.0,28.0
9676,6.0,2021-02-02,93,CI,217.8,1230800.0,0.68,0.0,0.0,-1.0,6585400.0,53.0,9.0,24.0
9675,7.0,2021-02-01,93,CI,216.8,1410500.0,0.75,0.0,0.0,-1.05,5354600.0,52.0,-22.0,21.0
9674,8.0,2021-01-29,93,CI,217.1,1308700.0,0.7,0.0,0.0,-0.98,6765100.0,52.0,-5.0,23.0
9673,9.0,2021-01-28,93,CI,218.8,1542000.0,0.83,0.0,0.0,-0.88,8073800.0,54.0,14.0,24.0
9672,10.0,2021-01-27,93,CI,212.6,2235400.0,1.22,0.0,0.0,-0.88,6531800.0,47.0,-34.0,13.0
9784,1.0,2021-02-09,94,TJX,69.2,1227505.0,0.21,0.0,0.0,0.36,81711595.0,59.0,104.0,12.0
9783,2.0,2021-02-08,94,TJX,70.0,4532700.0,0.75,0.0,0.0,0.3,82939100.0,63.0,101.0,9.0
9782,3.0,2021-02-05,94,TJX,68.3,3762300.0,0.61,0.0,0.0,0.12,78406400.0,57.0,72.0,5.0
9781,4.0,2021-02-04,94,TJX,68.6,9747500.0,1.58,0.0,0.0,-0.02,82168700.0,58.0,49.0,-4.0
9780,5.0,2021-02-03,94,TJX,66.7,5477500.0,0.91,0.0,0.0,-0.27,72421200.0,52.0,-26.0,-41.0
9779,6.0,2021-02-02,94,TJX,65.8,5548000.0,0.93,0.0,0.0,-0.45,66943700.0,48.0,-62.0,-74.0
9778,7.0,2021-02-01,94,TJX,64.1,6122700.0,1.02,0.0,0.0,-0.61,61395700.0,40.0,-136.0,-100.0
9777,8.0,2021-01-29,94,TJX,64.0,5763400.0,0.97,0.0,0.0,-0.63,55273000.0,39.0,-133.0,-100.0
9776,9.0,2021-01-28,94,TJX,65.5,8267400.0,1.41,0.0,0.0,-0.62,61036400.0,45.0,-121.0,-72.0
9775,10.0,2021-01-27,94,TJX,63.9,10471200.0,1.85,0.0,1.0,-0.69,52769000.0,36.0,-243.0,-86.0
9887,1.0,2021-02-09,95,FISV,113.2,1453084.0,0.28,0.0,0.0,0.93,16274816.0,58.0,108.0,-2.0
9886,2.0,2021-02-08,95,FISV,113.4,3876100.0,0.74,0.0,0.0,0.88,17727900.0,59.0,119.0,-12.0
9885,3.0,2021-02-05,95,FISV,112.2,2656100.0,0.51,0.0,0.0,0.72,13851800.0,57.0,91.0,-30.0
9884,4.0,2021-02-04,95,FISV,112.2,3515300.0,0.67,0.0,0.0,0.53,16507900.0,57.0,66.0,-55.0
9883,5.0,2021-02-03,95,FISV,110.2,4551500.0,0.86,0.0,0.0,0.21,12992600.0,53.0,26.0,-100.0
9882,6.0,2021-02-02,95,FISV,110.0,4617500.0,0.88,0.0,0.0,-0.09,8441100.0,52.0,4.0,-100.0
9881,7.0,2021-02-01,95,FISV,106.5,5445900.0,1.04,0.0,0.0,-0.51,3823600.0,44.0,-75.0,-100.0
9880,8.0,2021-01-29,95,FISV,102.7,5523300.0,1.09,0.0,0.0,-0.77,-1622300.0,32.0,-130.0,-100.0
9879,9.0,2021-01-28,95,FISV,105.2,6837500.0,1.4,0.0,0.0,-0.72,3901000.0,37.0,-108.0,-100.0
9878,10.0,2021-01-27,95,FISV,103.2,9201200.0,1.91,0.0,1.0,-0.8,-2936500.0,30.0,-175.0,-100.0
9990,1.0,2021-02-09,96,MELI,1878.2,187125.0,0.34,0.0,0.0,-6.61,13017375.0,55.0,10.0,28.0
9989,2.0,2021-02-08,96,MELI,1900.9,474300.0,0.83,0.0,0.0,-4.82,13204500.0,57.0,48.0,27.0
9988,3.0,2021-02-05,96,MELI,1918.1,306300.0,0.52,0.0,0.0,-4.74,13678800.0,59.0,68.0,26.0
9987,4.0,2021-02-04,96,MELI,1893.3,370000.0,0.59,0.0,0.0,-6.85,13372500.0,57.0,47.0,27.0
9986,5.0,2021-02-03,96,MELI,1870.5,319400.0,0.5,0.0,0.0,-8.01,13002500.0,56.0,53.0,28.0
9985,6.0,2021-02-02,96,MELI,1910.0,464500.0,0.71,0.0,0.0,-7.79,13321900.0,59.0,67.0,27.0
9984,7.0,2021-02-01,96,MELI,1896.8,606600.0,0.9,0.0,0.0,-11.75,12857400.0,58.0,51.0,29.0
9983,8.0,2021-01-29,96,MELI,1779.5,692200.0,1.06,0.0,0.0,-16.72,12250800.0,51.0,-3.0,24.0
9982,9.0,2021-01-28,96,MELI,1844.7,639900.0,1.01,0.0,0.0,-12.34,12943000.0,56.0,16.0,31.0
9981,10.0,2021-01-27,96,MELI,1718.7,1023100.0,1.66,0.0,0.0,-12.03,12303100.0,47.0,-19.0,21.0
10093,1.0,2021-02-09,97,ITW,203.8,286591.0,0.29,0.0,0.0,0.58,-4590091.0,54.0,26.0,-94.0
10092,2.0,2021-02-08,97,ITW,204.2,1278700.0,1.23,0.0,0.0,0.33,-4303500.0,55.0,37.0,-100.0
10091,3.0,2021-02-05,97,ITW,202.2,1886200.0,1.85,0.0,0.0,-0.12,-5582200.0,52.0,-20.0,-100.0
10090,4.0,2021-02-04,97,ITW,197.1,1247900.0,1.28,0.0,0.0,-0.58,-7468400.0,40.0,-75.0,-100.0
10089,5.0,2021-02-03,97,ITW,197.4,818000.0,0.84,0.0,0.0,-0.74,-6220500.0,41.0,-90.0,-100.0
10088,6.0,2021-02-02,97,ITW,198.2,997200.0,1.01,0.0,0.0,-0.93,-5402500.0,42.0,-79.0,-100.0
10087,7.0,2021-02-01,97,ITW,194.9,1070900.0,1.07,0.0,0.0,-1.22,-6399700.0,34.0,-154.0,-100.0
10086,8.0,2021-01-29,97,ITW,194.2,1557900.0,1.58,0.0,1.0,-1.23,-7470600.0,32.0,-184.0,-100.0
10085,9.0,2021-01-28,97,ITW,197.3,914200.0,0.97,0.0,0.0,-1.05,-5912700.0,37.0,-139.0,-100.0
10084,10.0,2021-01-27,97,ITW,195.3,1433300.0,1.55,0.0,1.0,-0.99,-6826900.0,31.0,-222.0,-100.0
10196,1.0,2021-02-09,98,ADP,166.9,397892.0,0.19,0.0,0.0,0.61,38193908.0,49.0,49.0,-45.0
10195,2.0,2021-02-08,98,ADP,167.9,1755100.0,0.83,0.0,0.0,0.73,38591800.0,51.0,56.0,-35.0
10194,3.0,2021-02-05,98,ADP,167.3,1536300.0,0.71,0.0,0.0,0.78,36836700.0,50.0,72.0,-39.0
10193,4.0,2021-02-04,98,ADP,170.6,1409100.0,0.65,0.0,0.0,0.87,38373000.0,57.0,84.0,-31.0
10192,5.0,2021-02-03,98,ADP,166.8,1811800.0,0.84,0.0,0.0,0.64,36963900.0,49.0,36.0,-97.0
10191,6.0,2021-02-02,98,ADP,168.4,1863300.0,0.87,0.0,0.0,0.63,38775700.0,53.0,49.0,-100.0
10190,7.0,2021-02-01,98,ADP,166.4,1720800.0,0.79,0.0,0.0,0.41,36912400.0,48.0,21.0,-100.0
10189,8.0,2021-01-29,98,ADP,165.1,3212000.0,1.5,0.0,0.0,0.28,35191600.0,45.0,4.0,-100.0
10188,9.0,2021-01-28,98,ADP,166.8,2189100.0,1.08,0.0,0.0,0.2,38403600.0,49.0,37.0,-100.0
10187,10.0,2021-01-27,98,ADP,165.7,3536000.0,1.81,0.0,0.0,-0.09,36214500.0,46.0,2.0,-100.0
10299,1.0,2021-02-09,99,REGN,489.0,510057.0,0.49,0.0,0.0,-3.91,2976743.0,40.0,-113.0,-100.0
10298,2.0,2021-02-08,99,REGN,494.9,1317600.0,1.23,0.0,0.0,-3.72,3486800.0,43.0,-89.0,-100.0
10297,3.0,2021-02-05,99,REGN,499.0,1661000.0,1.57,0.0,0.0,-3.72,4804400.0,45.0,-65.0,-100.0
10296,4.0,2021-02-04,99,REGN,498.8,1394600.0,1.35,0.0,0.0,-3.88,3143400.0,44.0,-85.0,-100.0
10295,5.0,2021-02-03,99,REGN,491.2,1076700.0,1.04,0.0,0.0,-3.83,1748800.0,40.0,-73.0,-100.0
10294,6.0,2021-02-02,99,REGN,500.0,884500.0,0.87,0.0,0.0,-2.72,2825500.0,44.0,-39.0,-100.0
10293,7.0,2021-02-01,99,REGN,508.1,790600.0,0.77,0.0,0.0,-1.69,3710000.0,47.0,-18.0,-100.0
10292,8.0,2021-01-29,99,REGN,503.8,1388000.0,1.35,0.0,0.0,-0.81,2919400.0,45.0,-22.0,-93.0
10291,9.0,2021-01-28,99,REGN,506.3,1050700.0,1.06,0.0,0.0,0.99,4307400.0,46.0,10.0,-19.0
10290,10.0,2021-01-27,99,REGN,515.6,1433500.0,1.48,0.0,0.0,3.44,5358100.0,50.0,43.0,8.0
10402,1.0,2021-02-09,100,UBER,59.8,8524255.0,0.37,0.0,0.0,0.58,362236355.0,63.0,106.0,19.0
10401,2.0,2021-02-08,100,UBER,59.3,18403700.0,0.78,0.0,0.0,0.5,353712100.0,62.0,111.0,17.0
10400,3.0,2021-02-05,100,UBER,58.6,15705700.0,0.64,0.0,0.0,0.37,335308400.0,61.0,91.0,16.0
10399,4.0,2021-02-04,100,UBER,57.8,13841600.0,0.56,0.0,0.0,0.2,319602700.0,59.0,73.0,14.0
10398,5.0,2021-02-03,100,UBER,57.1,13519000.0,0.54,0.0,0.0,-0.03,305761100.0,58.0,82.0,13.0
10397,6.0,2021-02-02,100,UBER,56.5,30286800.0,1.19,0.0,0.0,-0.31,292242100.0,57.0,64.0,6.0
10396,7.0,2021-02-01,100,UBER,52.8,15570900.0,0.63,0.0,0.0,-0.68,261955300.0,49.0,-54.0,-39.0
10395,8.0,2021-01-29,100,UBER,50.9,18743200.0,0.76,0.0,0.0,-0.85,246384400.0,45.0,-102.0,-68.0
10394,9.0,2021-01-28,100,UBER,51.6,28114700.0,1.16,0.0,0.0,-0.86,265127600.0,46.0,-91.0,-62.0
10393,10.0,2021-01-27,100,UBER,48.1,33283400.0,1.42,0.0,1.0,-0.89,237012900.0,37.0,-179.0,-72.0
10505,1.0,2021-02-09,101,ATVI,103.1,2698989.0,0.41,1.0,0.0,0.93,94994889.0,73.0,205.0,22.0
10504,2.0,2021-02-08,101,ATVI,101.2,5969200.0,0.88,1.0,0.0,0.66,92295900.0,71.0,231.0,21.0
10503,3.0,2021-02-05,101,ATVI,101.6,17045600.0,2.54,1.0,0.0,0.35,98265100.0,72.0,303.0,21.0
10502,4.0,2021-02-04,101,ATVI,92.7,8296500.0,1.35,0.0,0.0,-0.23,81219500.0,56.0,55.0,28.0
10501,5.0,2021-02-03,101,ATVI,92.8,6666800.0,1.09,0.0,0.0,-0.26,89516000.0,56.0,61.0,28.0
10500,6.0,2021-02-02,101,ATVI,94.0,5782600.0,0.96,0.0,0.0,-0.3,96182800.0,60.0,76.0,28.0
10499,7.0,2021-02-01,101,ATVI,91.4,4271100.0,0.7,0.0,0.0,-0.5,90400200.0,54.0,9.0,26.0
10498,8.0,2021-01-29,101,ATVI,91.0,7008700.0,1.15,0.0,0.0,-0.54,86129100.0,53.0,-25.0,21.0
10497,9.0,2021-01-28,101,ATVI,90.3,6685600.0,1.14,0.0,0.0,-0.53,79120400.0,50.0,-45.0,17.0
10496,10.0,2021-01-27,101,ATVI,88.7,12152900.0,2.12,0.0,0.0,-0.43,72434800.0,46.0,-87.0,22.0
10608,1.0,2021-02-09,102,CSX,87.9,1647223.0,0.38,0.0,0.0,-0.09,52899823.0,46.0,-57.0,-100.0
10607,2.0,2021-02-08,102,CSX,87.3,5056100.0,1.15,0.0,0.0,-0.13,51252600.0,43.0,-55.0,-100.0
10606,3.0,2021-02-05,102,CSX,88.6,3112700.0,0.71,0.0,0.0,-0.11,56308700.0,47.0,-34.0,-100.0
10605,4.0,2021-02-04,102,CSX,88.4,4014000.0,0.91,0.0,0.0,-0.2,53196000.0,47.0,-41.0,-100.0
10604,5.0,2021-02-03,102,CSX,89.3,3197700.0,0.72,0.0,0.0,-0.29,57210000.0,49.0,-29.0,-100.0
10603,6.0,2021-02-02,102,CSX,89.6,3945200.0,0.89,0.0,0.0,-0.5,60407700.0,50.0,-38.0,-100.0
10602,7.0,2021-02-01,102,CSX,87.1,4268100.0,0.95,0.0,0.0,-0.81,56462500.0,42.0,-80.0,-100.0
10601,8.0,2021-01-29,102,CSX,85.8,5596200.0,1.26,0.0,0.0,-0.98,52194400.0,38.0,-103.0,-100.0
10600,9.0,2021-01-28,102,CSX,86.7,5112500.0,1.2,0.0,0.0,-1.02,57790600.0,40.0,-114.0,-100.0
10599,10.0,2021-01-27,102,CSX,83.9,6883600.0,1.66,0.0,1.0,-1.11,52678100.0,30.0,-175.0,-100.0
10711,1.0,2021-02-09,103,MU,83.1,5454309.0,0.34,0.0,0.0,-0.13,173515091.0,59.0,85.0,24.0
10710,2.0,2021-02-08,103,MU,84.0,12380000.0,0.74,0.0,0.0,-0.22,178969400.0,62.0,96.0,24.0
10709,3.0,2021-02-05,103,MU,81.1,10950900.0,0.59,0.0,0.0,-0.45,166589400.0,56.0,30.0,26.0
10708,4.0,2021-02-04,103,MU,81.2,11519700.0,0.59,0.0,0.0,-0.53,177540300.0,57.0,3.0,26.0
10707,5.0,2021-02-03,103,MU,79.1,17456000.0,0.87,0.0,0.0,-0.65,166020600.0,53.0,-3.0,28.0
10706,6.0,2021-02-02,103,MU,81.6,11386200.0,0.55,0.0,0.0,-0.61,183476600.0,59.0,34.0,28.0
10705,7.0,2021-02-01,103,MU,80.4,14900200.0,0.68,0.0,0.0,-0.78,172090400.0,57.0,5.0,29.0
10704,8.0,2021-01-29,103,MU,78.3,17927000.0,0.81,0.0,0.0,-0.91,157190200.0,52.0,-40.0,19.0
10703,9.0,2021-01-28,103,MU,78.4,18351400.0,0.84,0.0,0.0,-0.87,175117200.0,53.0,-21.0,19.0
10702,10.0,2021-01-27,103,MU,75.1,23513400.0,1.1,0.0,0.0,-0.78,156765800.0,46.0,-69.0,17.0
10814,1.0,2021-02-09,104,HUM,382.9,808722.0,0.7,0.0,0.0,-1.45,-7090778.0,42.0,-68.0,-100.0
10813,2.0,2021-02-08,104,HUM,378.3,1399800.0,1.2,0.0,0.0,-2.13,-7899500.0,38.0,-90.0,-100.0
10812,3.0,2021-02-05,104,HUM,379.3,1672200.0,1.46,0.0,0.0,-2.48,-6499700.0,38.0,-90.0,-100.0
10811,4.0,2021-02-04,104,HUM,385.1,1204800.0,1.07,0.0,0.0,-2.85,-4827500.0,41.0,-97.0,-100.0
10810,5.0,2021-02-03,104,HUM,379.9,1301800.0,1.14,0.0,0.0,-3.69,-6032300.0,37.0,-112.0,-100.0
10809,6.0,2021-02-02,104,HUM,377.0,1367000.0,1.21,0.0,0.0,-4.14,-7334100.0,35.0,-124.0,-100.0
10808,7.0,2021-02-01,104,HUM,379.9,947100.0,0.84,0.0,0.0,-4.15,-5967100.0,36.0,-139.0,-100.0
10807,8.0,2021-01-29,104,HUM,383.1,1205600.0,1.09,0.0,0.0,-4.08,-5020000.0,38.0,-156.0,-100.0
10806,9.0,2021-01-28,104,HUM,389.8,906100.0,0.85,0.0,0.0,-3.93,-3814400.0,41.0,-143.0,-100.0
10805,10.0,2021-01-27,104,HUM,377.9,2347300.0,2.23,0.0,1.0,-4.02,-4720500.0,32.0,-205.0,-100.0
10917,1.0,2021-02-09,105,CME,195.4,655107.0,0.43,0.0,0.0,0.49,16755607.0,61.0,58.0,20.0
10916,2.0,2021-02-08,105,CME,191.7,2070700.0,1.34,0.0,0.0,0.25,16100500.0,57.0,24.0,21.0
10915,3.0,2021-02-05,105,CME,191.4,1741400.0,1.13,0.0,0.0,0.2,14029800.0,56.0,13.0,19.0
10914,4.0,2021-02-04,105,CME,193.5,1394300.0,0.88,0.0,0.0,0.12,15771200.0,60.0,33.0,17.0
10913,5.0,2021-02-03,105,CME,192.0,1296800.0,0.74,0.0,0.0,-0.26,14376900.0,58.0,17.0,17.0
10912,6.0,2021-02-02,105,CME,192.0,1628500.0,0.92,0.0,0.0,-0.71,15673700.0,58.0,19.0,12.0
10911,7.0,2021-02-01,105,CME,187.4,1582700.0,0.9,0.0,0.0,-1.38,14045200.0,53.0,-30.0,-17.0
10910,8.0,2021-01-29,105,CME,181.7,1829400.0,1.05,0.0,0.0,-1.89,12462500.0,44.0,-80.0,-59.0
10909,9.0,2021-01-28,105,CME,182.5,1514600.0,0.9,0.0,0.0,-2.0,14291900.0,45.0,-62.0,-53.0
10908,10.0,2021-01-27,105,CME,178.8,2261300.0,1.36,0.0,0.0,-2.1,12777300.0,39.0,-83.0,-57.0
11020,1.0,2021-02-09,106,ECL,216.2,177642.0,0.2,0.0,0.0,0.72,-2664042.0,54.0,69.0,-46.0
11019,2.0,2021-02-08,106,ECL,217.1,754100.0,0.83,0.0,0.0,0.44,-2486400.0,55.0,53.0,-83.0
11018,3.0,2021-02-05,106,ECL,212.8,818300.0,0.89,0.0,0.0,-0.11,-3240500.0,50.0,-9.0,-100.0
11017,4.0,2021-02-04,106,ECL,208.1,993100.0,1.08,0.0,0.0,-0.51,-4058800.0,43.0,-78.0,-100.0
11016,5.0,2021-02-03,106,ECL,209.0,876100.0,0.94,0.0,0.0,-0.6,-3065700.0,44.0,-74.0,-100.0
11015,6.0,2021-02-02,106,ECL,210.3,920400.0,0.99,0.0,0.0,-0.76,-2189600.0,46.0,-68.0,-100.0
11014,7.0,2021-02-01,106,ECL,208.4,1125700.0,1.18,0.0,0.0,-1.06,-3110000.0,43.0,-112.0,-100.0
11013,8.0,2021-01-29,106,ECL,204.5,1115100.0,1.19,0.0,0.0,-1.25,-4235700.0,38.0,-141.0,-100.0
11012,9.0,2021-01-28,106,ECL,211.1,1203000.0,1.33,0.0,0.0,-1.02,-3120600.0,45.0,-75.0,-100.0
11011,10.0,2021-01-27,106,ECL,207.4,1123700.0,1.3,0.0,0.0,-1.23,-4323600.0,39.0,-183.0,-100.0
11123,1.0,2021-02-09,107,PGR,86.2,1541077.0,0.5,0.0,0.0,-0.37,10382377.0,33.0,-89.0,-100.0
11122,2.0,2021-02-08,107,PGR,86.2,3958300.0,1.27,0.0,0.0,-0.44,8841300.0,33.0,-89.0,-100.0
11121,3.0,2021-02-05,107,PGR,87.5,2216300.0,0.74,0.0,0.0,-0.49,12799600.0,36.0,-75.0,-100.0
11120,4.0,2021-02-04,107,PGR,88.1,3279900.0,1.09,0.0,0.0,-0.62,15015900.0,38.0,-93.0,-100.0
11119,5.0,2021-02-03,107,PGR,87.0,2726000.0,0.91,0.0,0.0,-0.83,11736000.0,33.0,-127.0,-100.0
11118,6.0,2021-02-02,107,PGR,86.8,3261200.0,1.09,0.0,0.0,-0.94,9010000.0,32.0,-136.0,-100.0
11117,7.0,2021-02-01,107,PGR,86.2,5151700.0,1.75,0.0,1.0,-1.01,5748800.0,30.0,-177.0,-100.0
11116,8.0,2021-01-29,107,PGR,87.2,4756500.0,1.72,0.0,1.0,-0.97,10900500.0,31.0,-189.0,-100.0
11115,9.0,2021-01-28,107,PGR,88.5,6292500.0,2.42,0.0,1.0,-0.91,15657000.0,34.0,-208.0,-100.0
11114,10.0,2021-01-27,107,PGR,87.0,4866900.0,2.07,0.0,1.0,-0.86,9364500.0,28.0,-250.0,-100.0
11226,1.0,2021-02-09,108,TDOC,291.5,1081796.0,0.33,0.0,0.0,1.45,28632804.0,72.0,109.0,32.0
11225,2.0,2021-02-08,108,TDOC,294.5,1944200.0,0.58,0.0,0.0,1.49,29714600.0,75.0,114.0,32.0
11224,3.0,2021-02-05,108,TDOC,285.0,2228000.0,0.65,0.0,0.0,0.89,27770400.0,72.0,94.0,33.0
11223,4.0,2021-02-04,108,TDOC,276.8,2191600.0,0.6,0.0,0.0,0.58,25542400.0,69.0,89.0,35.0
11222,5.0,2021-02-03,108,TDOC,271.4,1747900.0,0.47,0.0,0.0,0.65,23350800.0,67.0,80.0,37.0
11221,6.0,2021-02-02,108,TDOC,266.9,2749600.0,0.74,0.0,0.0,1.02,21602900.0,65.0,84.0,38.0
11220,7.0,2021-02-01,108,TDOC,264.1,2728900.0,0.74,0.0,0.0,1.75,18853300.0,64.0,68.0,37.0
11219,8.0,2021-01-29,108,TDOC,263.8,3704100.0,1.01,0.0,0.0,2.84,16124400.0,64.0,84.0,36.0
11218,9.0,2021-01-28,108,TDOC,262.8,3236300.0,0.91,0.0,0.0,4.14,12420300.0,64.0,95.0,33.0
11217,10.0,2021-01-27,108,TDOC,273.9,3798300.0,1.09,0.0,0.0,5.77,15656600.0,71.0,144.0,29.0
11329,1.0,2021-02-09,109,SE,275.1,1967022.0,0.54,1.0,0.0,3.81,59971622.0,75.0,234.0,24.0
11328,2.0,2021-02-08,109,SE,263.5,3684600.0,1.01,1.0,0.0,2.78,58004600.0,72.0,223.0,25.0
11327,3.0,2021-02-05,109,SE,256.8,3635300.0,0.99,1.0,0.0,1.93,54320000.0,70.0,171.0,25.0
11326,4.0,2021-02-04,109,SE,244.0,2435700.0,0.66,0.0,0.0,0.98,50684700.0,65.0,114.0,26.0
11325,5.0,2021-02-03,109,SE,243.5,3816500.0,1.03,0.0,0.0,0.55,48249000.0,65.0,125.0,26.0
